fold,epoch,supervised_loss,semi_supervised_loss
1,1,0.2405767560005188,0
1,2,0.04935837984085083,0
1,3,0.03148150444030762,0
1,4,0.02203867832819621,0
1,5,0.025095125039418537,0
1,6,0.025274320443471273,0
1,7,0.02240257660547892,0
1,8,0.014230938752492268,0
1,9,0.020876626173655193,0
1,10,0.02142356236775716,0
1,11,0.01684360901514689,7.068085210438096e-10
1,12,0.0744939645131429,0
1,13,0.03059265613555908,4.5098876094290956e-09
1,14,0.03355190356572469,0
1,15,0.02343604564666748,8.236100671209758e-09
1,16,0.08203905026117961,0
1,17,0.0258185346921285,6.090202043870144e-09
1,18,0.02752872308095296,0
1,19,0.02799993356068929,2.9790482433037585e-09
1,20,0.03046685059865316,0
1,21,0.05137235323588053,2.425042705619299e-09
1,22,0.03706049919128418,0
1,23,0.022226754824320474,3.7183859847599566e-09
1,24,0.026680195331573488,0
1,25,0.021472330888112387,3.2816776907883793e-09
1,26,0.029615279038747153,0
1,27,0.02285067637761434,3.309605780202127e-09
1,28,0.03130104939142863,0
1,29,0.023880255222320557,2.560009271747641e-09
1,30,0.03183224201202393,0
2,1,0.026135281721750895,0
2,2,0.021381111939748128,0
2,3,0.023611207803090412,0
2,4,0.021312415599822998,0
2,5,0.020797280470530193,0
2,6,0.020725107192993163,0
2,7,0.020814816157023113,0
2,8,0.02397087017695109,0
2,9,0.02076413631439209,0
2,10,0.023238603274027506,0
2,11,0.016677109400431316,4.8994741602052055e-09
2,12,0.026518158117930093,0
2,13,0.029350479443868,3.6127071634250995e-09
2,14,0.03193487326304118,0
2,15,0.02760247786839803,5.2614156337709845e-09
2,16,0.03658130963643392,0
2,17,0.03221821387608846,0.0
2,18,0.03652033805847168,0
2,19,0.026465606689453126,0.0
2,20,0.03756545782089234,0
2,21,0.02353009780248006,0.0
2,22,0.03770209153493245,0
2,23,0.02672445774078369,0.0
2,24,0.0387908140818278,0
2,25,0.028013881047566733,0.0
2,26,0.032857108116149905,0
2,27,0.029362340768178303,0.0
2,28,0.03580816984176636,0
2,29,0.030061829090118408,0.0
2,30,0.03232804934183756,0
3,1,0.02436579465866089,0
3,2,0.021416322390238444,0
3,3,0.021086343129475913,0
3,4,0.022854316234588622,0
3,5,0.018973235289255777,0
3,6,0.019450847307840982,0
3,7,0.01710063616434733,0
3,8,0.022393508752187093,0
3,9,0.01737814744313558,0
3,10,0.015659805138905844,0
3,11,0.020068840185801188,0.0
3,12,0.024022833506266276,0
3,13,0.01979755163192749,0.0
3,14,0.031968188285827634,0
3,15,0.022859378655751546,0.0
3,16,0.03165952364603678,0
3,17,0.027636623382568358,0.0
3,18,0.030965022246042886,0
3,19,0.028730897108713786,0.0
3,20,0.0318769375483195,0
3,21,0.026663482189178467,0.0
3,22,0.032656526565551756,0
3,23,0.02329056660334269,0.0
3,24,0.028532938162485758,0
3,25,0.02451639970143636,0.0
3,26,0.03068352540334066,0
3,27,0.02774054209391276,0.0
3,28,0.026862525939941408,0
3,29,0.021367983023325602,0.0
3,30,0.028947770595550537,0